date,sender_id,message
2024-12-07 02:48:50+00:00,,"🎇GOOD MORNING  TRADERS 🎇

🎇👍 ENJOY YOUR  WEEKEND 👍🎇"
2024-12-06 17:30:09+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-12-04 02:30:30+00:00,,"ＴＯＤＡＹ'Ｓ ＢＥＳＴ ＰＬＡＮ

  🛸USDT🛸🛸SKRILL🛸🛸PAI🛸

        🔰𝐎𝐍𝐋𝐈𝐍𝐄 𝐓𝐑𝐀𝐃𝐈𝐍𝐆🔰

        ⭐️MONEY✤ ✤BOOSTER⭐️

   ≋I≋n≋v≋e≋s≋t≋ ≋M≋e≋t≋h≋o≋d≋

⭐️₹10000/- ᴀɴᴅ ɢᴇᴛ ₹18,999/-     ⭐️

⭐️₹20000/- ᴀɴᴅ ɢᴇᴛ ₹39,999/-     ⭐️

⭐️₹25000/- ᴀɴᴅ ɢᴇᴛ ₹54,999/-     ⭐️

⭐️₹30000/- ᴀɴᴅ ɢᴇᴛ ₹74,999/-    ⭐️

⭐️₹50000/- ᴀɴᴅ ɢᴇᴛ ₹1,49,999/- ⭐️

⭐️₹100000/- ᴀɴᴅ ɢᴇᴛ ₹2,99,999 /⭐️

Commission fees work at 20% of the total profit amount

❤️‍🔥❤️‍🔥ᴍᴏɴᴇʏ ᴡɪʟʟ ʙᴇ ᴄʀᴇᴅɪᴛᴇᴅ ɪɴ ʏᴏᴜʀ ᴀᴄᴄᴏᴜɴᴛ 02:00 PM❤️‍🔥❤️‍🔥

For Any Queries Please Send Message on ⛔️👎  

@DANNY_SIR_OFFICIALL✅️

Help and Support

@DANNY_SIR_OFFICIALL✅️"
2024-12-04 01:29:46+00:00,,Good morning all Traders have a Profitable day ❤️
2024-12-03 10:19:43+00:00,,"🎉🎉Congratulations🎉🎉 
Money Return Successful 💰
       Payment Done

Investment of :- ₹50k/-
Return with Profit:- ₹ 1,59,967.28/-
Dm Now:- Team

@DANNY_SIR_OFFICIALL✅️

Trust is Everything...
Deal Once with Us..."
2024-12-03 10:10:08+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-12-03 07:10:37+00:00,,"All Investors Send Your Account Details And Any UPI ID For Withdrawal Your Profit 💸✅🏦

@DANNY_SIR_OFFICIALL✅️

Name
M. No 
Acc No.
Ifsc
Upi 
Phone Pay N.
G Pay N."
2024-12-03 05:53:47+00:00,,FIRST TARGET DONE ✅
2024-12-03 05:53:47+00:00,,🔥🔥500
2024-12-03 05:53:47+00:00,,🔥🔥498
2024-12-03 05:53:47+00:00,,🔥🔥496
2024-12-03 05:53:47+00:00,,🔥🔥494
2024-12-03 05:53:47+00:00,,🔥🔥492
2024-12-03 05:42:31+00:00,,🔥🔥490
2024-12-03 05:42:31+00:00,,🔥🔥488
2024-12-03 05:42:31+00:00,,🔥🔥486
2024-12-03 05:42:31+00:00,,🔥🔥484
2024-12-03 05:42:31+00:00,,🔥🔥482
2024-12-03 05:42:31+00:00,,🔥🔥480
2024-12-03 05:39:46+00:00,,"BANKNIFTY 53500 CE 

BUY ABOVE 480

SL NEAR BUYING PRICE 

TARGET 🎯 500/530/570"
2024-12-03 05:05:03+00:00,,2nd Target 🎯✔️
2024-12-03 05:03:08+00:00,,🔥🔥615
2024-12-03 05:03:07+00:00,,🔥🔥610
2024-12-03 05:03:07+00:00,,🔥🔥605
2024-12-03 05:03:07+00:00,,🔥🔥600
2024-12-03 05:03:07+00:00,,All Target 🎯 successfully complete
2024-12-03 05:03:07+00:00,,🔥🔥595
2024-12-03 05:03:07+00:00,,🔥🔥590
2024-12-03 05:03:07+00:00,,🔥🔥585
2024-12-03 05:03:07+00:00,,🔥🔥580
2024-12-03 05:03:07+00:00,,🔥🔥575
2024-12-03 05:03:07+00:00,,🔥🔥570
2024-12-03 05:03:07+00:00,,🔥🔥565
2024-12-03 05:03:07+00:00,,🔥🔥560
2024-12-03 05:03:06+00:00,,🔥🔥555
2024-12-03 05:03:06+00:00,,🔥🔥550
2024-12-03 04:55:47+00:00,,"🔥🔥310

First Target 🎯✔️"
2024-12-03 04:54:00+00:00,,🔥🔥545
2024-12-03 04:54:00+00:00,,🔥🔥540
2024-12-03 04:54:00+00:00,,First Target 🎯✔️
2024-12-03 04:54:00+00:00,,🔥🔥535
2024-12-03 04:54:00+00:00,,🔥🔥530
2024-12-03 04:53:59+00:00,,🔥🔥525
2024-12-03 04:53:59+00:00,,🔥🔥520
2024-12-03 04:53:59+00:00,,🔥🔥515
2024-12-03 04:53:59+00:00,,🔥🔥510
2024-12-03 04:53:59+00:00,,🔥🔥505
2024-12-03 04:33:09+00:00,,"SENSEX 80700 CE 
BUY above 505

SL buying near price 

TGT 525/560"
2024-12-03 04:18:18+00:00,,🔥🔥308
2024-12-03 04:18:18+00:00,,🔥🔥306
2024-12-03 04:18:17+00:00,,🔥🔥304
2024-12-03 04:18:17+00:00,,🔥🔥302
2024-12-03 04:16:26+00:00,,🔥🔥300
2024-12-03 04:11:38+00:00,,Safe trader book profit
2024-12-03 04:11:38+00:00,,🔥🔥470
2024-12-03 04:11:38+00:00,,🔥🔥467
2024-12-03 04:11:37+00:00,,🔥🔥465
2024-12-03 04:06:08+00:00,,🔥🔥462
2024-12-03 04:06:08+00:00,,First Target 🎯✔️
2024-12-03 04:06:08+00:00,,🔥🔥460
2024-12-03 04:06:08+00:00,,🔥🔥455
2024-12-03 04:06:07+00:00,,🔥🔥450
2024-12-03 04:06:07+00:00,,🔥🔥445
2024-12-03 04:06:07+00:00,,🔥🔥440
2024-12-03 04:02:59+00:00,,"BANKNIFTY 53400 CE 

BUY ABOVE 440

SL NEAR BUYING PRICE 

TARGET 460/500/550"
2024-12-03 03:59:15+00:00,,"Maruti 11200 CE buy above 300


SL buying near price 

Target 🎯 310/325/350"
2024-12-03 03:32:47+00:00,,"6th Seat Reserved with ₹50k ⚡️

Trust is Everything...
Deal Once with Us.

@DANNY_SIR_OFFICIALL✅️"
2024-12-03 02:42:16+00:00,,"Now Investment Slot Start on 11:00AM 📛🚀

LOSS RECOVER BOOSTER SLOT

Interested People Can Message on 👎

@DANNY_SIR_OFFICIALL✅️"
2024-12-03 02:37:34+00:00,,"⭐️ Slot time - 11:00AM    ⭐️

⭐️Seat limit - 10                ⭐️

⭐️Seat Available - 08        ⭐️

⭐️Old Seat -  01left           ⭐️

⭐️New Seat - 07left          ⭐️

⭐️Amt Return - 02:00PM ⭐️"
2024-12-03 02:32:53+00:00,,"ＴＯＤＡＹ'Ｓ ＢＥＳＴ ＰＬＡＮ

  🛸USDT🛸🛸SKRILL🛸🛸PAI🛸

        🔰𝐎𝐍𝐋𝐈𝐍𝐄 𝐓𝐑𝐀𝐃𝐈𝐍𝐆🔰

        ⭐️MONEY✤ ✤BOOSTER⭐️

   ≋I≋n≋v≋e≋s≋t≋ ≋M≋e≋t≋h≋o≋d≋

⭐️₹10000/- ᴀɴᴅ ɢᴇᴛ ₹18,999/-     ⭐️

⭐️₹20000/- ᴀɴᴅ ɢᴇᴛ ₹39,999/-     ⭐️

⭐️₹25000/- ᴀɴᴅ ɢᴇᴛ ₹54,999/-     ⭐️

⭐️₹30000/- ᴀɴᴅ ɢᴇᴛ ₹74,999/-    ⭐️

⭐️₹50000/- ᴀɴᴅ ɢᴇᴛ ₹1,49,999/- ⭐️

⭐️₹100000/- ᴀɴᴅ ɢᴇᴛ ₹2,99,999 /⭐️

Commission fees work at 20% of the total profit amount

❤️‍🔥❤️‍🔥ᴍᴏɴᴇʏ ᴡɪʟʟ ʙᴇ ᴄʀᴇᴅɪᴛᴇᴅ ɪɴ ʏᴏᴜʀ ᴀᴄᴄᴏᴜɴᴛ 02:00 PM❤️‍🔥❤️‍🔥

For Any Queries Please Send Message on ⛔️👎  

@DANNY_SIR_OFFICIALL✅️

Help and Support

@DANNY_SIR_OFFICIALL✅️"
2024-12-03 01:28:28+00:00,,Good morning all Traders have a Profitable day ❤️
2024-12-02 10:43:40+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-12-02 06:46:21+00:00,,"All Investors Send Your Account Details And Any UPI ID For Withdrawal Your Profit 💸✅🏦

@DANNY_SIR_OFFICIALL✅️

Name
M. No 
Acc No.
Ifsc
Upi 
Phone Pay N.
G Pay N."
2024-12-02 04:52:11+00:00,,Aaya maza 🔥🔥
2024-12-02 04:52:11+00:00,,540
2024-12-02 04:52:11+00:00,,535
2024-12-02 04:52:11+00:00,,530
2024-12-02 04:52:11+00:00,,525
2024-12-02 04:52:11+00:00,,Above 525 again keep focus
2024-12-02 04:48:28+00:00,,Safe book partial profit and trail sl
2024-12-02 04:48:28+00:00,,515
2024-12-02 04:48:27+00:00,,520
2024-12-02 04:48:27+00:00,,510
2024-12-02 04:48:27+00:00,,500
2024-12-02 04:48:27+00:00,,495
2024-12-02 04:48:27+00:00,,490
2024-12-02 04:48:27+00:00,,485
2024-12-02 04:48:27+00:00,,480
2024-12-02 04:48:27+00:00,,475
2024-12-02 04:48:27+00:00,,470
2024-12-02 04:48:27+00:00,,465
2024-12-02 04:20:38+00:00,,"SENSEX 80200 CE 

BUY ABOVE 465

SL NEAR BUYING PRICE 

TARGET 490/540/590"
2024-12-02 03:59:30+00:00,,🔥🔥640
2024-12-02 03:59:30+00:00,,🔥🔥630
2024-12-02 03:59:30+00:00,,🔥🔥625
2024-12-02 03:59:30+00:00,,🔥🔥620
2024-12-02 03:59:30+00:00,,🔥🔥615
2024-12-02 03:55:09+00:00,,Above 620 every one should take new entry with small stop loss
2024-12-02 03:54:25+00:00,,Partial book profit trail SL
2024-12-02 03:52:58+00:00,,🔥🔥610
2024-12-02 03:52:58+00:00,,🔥🔥608
2024-12-02 03:52:57+00:00,,🔥🔥606
2024-12-02 03:52:57+00:00,,🔥🔥604
2024-12-02 03:52:57+00:00,,🔥🔥602
2024-12-02 03:52:57+00:00,,🔥🔥600
2024-12-02 03:51:22+00:00,,"BNF near support 
After break this support good move possible"
2024-12-02 03:51:22+00:00,,🔥🔥598
2024-12-02 03:51:22+00:00,,🔥🔥596
2024-12-02 03:51:22+00:00,,🔥🔥594
2024-12-02 03:51:22+00:00,,🔥🔥592
2024-12-02 03:51:22+00:00,,🔥🔥590
2024-12-02 03:50:41+00:00,,"BANKNIFTY 51500 PE 

BUY ABOVE 590

SL NEAR BUYING PRICE 

TARGET 615/650/700"
2024-12-02 02:44:23+00:00,,"Now Investment Slot Start on 11:00AM 📛🚀

LOSS RECOVER BOOSTER SLOT

Interested People Can Message on 👎

@DANNY_SIR_OFFICIALL✅️"
2024-12-02 02:39:34+00:00,,"⭐️ Slot time - 11:00AM    ⭐️

⭐️Seat limit - 10                ⭐️

⭐️Seat Available - 09        ⭐️

⭐️Old Seat -  02left           ⭐️

⭐️New Seat - 07left          ⭐️

⭐️Amt Return - 02:00PM ⭐️"
2024-12-02 02:31:52+00:00,,"ＴＯＤＡＹ'Ｓ ＢＥＳＴ ＰＬＡＮ

  🛸USDT🛸🛸SKRILL🛸🛸PAI🛸

        🔰𝐎𝐍𝐋𝐈𝐍𝐄 𝐓𝐑𝐀𝐃𝐈𝐍𝐆🔰

        ⭐️MONEY✤ ✤BOOSTER⭐️

   ≋I≋n≋v≋e≋s≋t≋ ≋M≋e≋t≋h≋o≋d≋

⭐️₹10000/- ᴀɴᴅ ɢᴇᴛ ₹18,999/-     ⭐️

⭐️₹20000/- ᴀɴᴅ ɢᴇᴛ ₹39,999/-     ⭐️

⭐️₹25000/- ᴀɴᴅ ɢᴇᴛ ₹54,999/-     ⭐️

⭐️₹30000/- ᴀɴᴅ ɢᴇᴛ ₹74,999/-    ⭐️

⭐️₹50000/- ᴀɴᴅ ɢᴇᴛ ₹1,49,999/- ⭐️

⭐️₹100000/- ᴀɴᴅ ɢᴇᴛ ₹2,99,999 /⭐️

Commission fees work at 20% of the total profit amount

❤️‍🔥❤️‍🔥ᴍᴏɴᴇʏ ᴡɪʟʟ ʙᴇ ᴄʀᴇᴅɪᴛᴇᴅ ɪɴ ʏᴏᴜʀ ᴀᴄᴄᴏᴜɴᴛ 02:00 PM❤️‍🔥❤️‍🔥

For Any Queries Please Send Message on ⛔️👎  

@DANNY_SIR_OFFICIALL✅️

Help and Support

@DANNY_SIR_OFFICIALL✅️"
2024-12-02 01:35:53+00:00,,Good morning all Traders have a Profitable day ❤️
2024-11-30 03:07:59+00:00,,"🎇GOOD MORNING  TRADERS 🎇

🎇👍 ENJOY YOUR  WEEKEND 👍🎇"
2024-11-29 14:54:15+00:00,,🔥🔥208
2024-11-29 14:54:15+00:00,,🔥🔥207
2024-11-29 14:54:15+00:00,,🔥🔥206
2024-11-29 14:54:15+00:00,,1st TGT hit book profit ya trail sl
2024-11-29 14:54:15+00:00,,🔥🔥205
2024-11-29 14:54:15+00:00,,🔥🔥204
2024-11-29 14:54:15+00:00,,🔥🔥203
2024-11-29 14:54:15+00:00,,🔥🔥202
2024-11-29 14:54:15+00:00,,🔥🔥201
2024-11-29 14:54:15+00:00,,🔥🔥200
2024-11-29 14:54:15+00:00,,🔥🔥199
2024-11-29 14:54:15+00:00,,🔥🔥198
2024-11-29 14:54:15+00:00,,🔥🔥197
2024-11-29 14:54:15+00:00,,🔥🔥196
2024-11-29 14:54:14+00:00,,🔥🔥195
2024-11-29 14:47:46+00:00,,"CRUDEOIL 5800 CE

BUY ABOVE 195

SL NEAR BUYING PRICE

TARGET 205/220/240+"
2024-11-29 12:14:13+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-11-29 09:32:32+00:00,,"Wait for trigger

If active then only buy"
2024-11-29 09:28:03+00:00,,"SENSEX 79700 PE 

BUY ABOVE 13 

SL NEAR BUYING PRICE 

TARGET 🎯 18/24/35++"
2024-11-29 08:50:03+00:00,,Again buy near 30
2024-11-29 08:50:03+00:00,,🔥🔥36
2024-11-29 08:50:03+00:00,,🔥🔥34
2024-11-29 08:50:03+00:00,,🔥🔥32
2024-11-29 07:31:37+00:00,,"SENSEX 80000 CE 

BUY ABOVE 30

SL NEAR BUYING PRICE

TARGET 40/60/80"
2024-11-29 07:15:05+00:00,,"All Investors Send Your Account Details And Any UPI ID For Withdrawal Your Profit 💸✅🏦

@DANNY_SIR_OFFICIALL✅️

Name
M. No 
Acc No.
Ifsc
Upi 
Phone Pay N.
G Pay N."
2024-11-29 06:47:05+00:00,,Modify new entry from day low or above 620
2024-11-29 05:24:12+00:00,,Wait for trigger
2024-11-29 05:24:12+00:00,,"SENSEX 80000 CE 

BUY ABOVE 240 

SL NEAR BUYING PRICE

TARGET 🎯 265/310/350"
2024-11-29 05:23:19+00:00,,NOTE EXUCATED IGNORE THIS LEVEL
2024-11-29 04:53:13+00:00,,Option premium very high
2024-11-29 04:52:47+00:00,,"BANKNIFTY 51500 PE 

BUY ABOVE 650

SL NEAR BUYING PRICE

TARGET 🎯 675/730/750"
2024-11-29 04:30:15+00:00,,"320 TO 390 

What a jackpot 🎉🎉🎉"
2024-11-29 04:30:15+00:00,,🔥🔥390
2024-11-29 04:30:15+00:00,,FIRST SECOND TARGET DONE ✅
2024-11-29 04:27:38+00:00,,🔥🔥385
2024-11-29 04:27:38+00:00,,🔥🔥380
2024-11-29 04:27:37+00:00,,🔥🔥375
2024-11-29 04:27:37+00:00,,🔥🔥370
2024-11-29 04:27:37+00:00,,🔥🔥365
2024-11-29 04:22:55+00:00,,🔥🔥364
2024-11-29 04:22:55+00:00,,🔥🔥362
2024-11-29 04:22:55+00:00,,🔥🔥360
2024-11-29 04:22:55+00:00,,🔥🔥358
2024-11-29 04:22:55+00:00,,🔥🔥356
2024-11-29 04:22:55+00:00,,🔥🔥354
2024-11-29 04:22:55+00:00,,🔥🔥352
2024-11-29 04:22:55+00:00,,🔥🔥350
2024-11-29 04:22:55+00:00,,🔥🔥348
2024-11-29 04:22:55+00:00,,🔥🔥348
2024-11-29 04:22:55+00:00,,🔥🔥346
2024-11-29 04:22:55+00:00,,🔥🔥344
2024-11-29 04:22:55+00:00,,🔥🔥342
2024-11-29 04:22:54+00:00,,🔥🔥340
2024-11-29 04:22:54+00:00,,🔥🔥338
2024-11-29 04:22:54+00:00,,🔥🔥336
2024-11-29 04:22:54+00:00,,🔥🔥334
2024-11-29 04:22:54+00:00,,🔥🔥332
2024-11-29 04:22:54+00:00,,🔥🔥330
2024-11-29 04:22:54+00:00,,🔥🔥328
2024-11-29 04:22:54+00:00,,🔥🔥326
2024-11-29 04:22:54+00:00,,🔥🔥324
2024-11-29 04:22:54+00:00,,🔥🔥322
2024-11-29 04:22:54+00:00,,🔥🔥320
2024-11-29 04:22:54+00:00,,"SENSEX 79400 CE BUY  ABOVE 320

SL NEAR BUYING PRICE 

TARGET  🎯 350/380/400++"
2024-11-29 04:07:44+00:00,,🔥🔥525
2024-11-29 04:07:44+00:00,,🔥🔥524
2024-11-29 04:07:44+00:00,,🔥🔥522
2024-11-29 04:02:52+00:00,,Safe book. Partial profit and trail sl
2024-11-29 04:02:23+00:00,,🔥🔥520
2024-11-29 04:02:23+00:00,,🔥🔥518
2024-11-29 04:02:23+00:00,,🔥🔥516
2024-11-29 04:02:23+00:00,,🔥🔥514
2024-11-29 04:02:23+00:00,,🔥🔥512
2024-11-29 04:02:23+00:00,,🔥🔥510
2024-11-29 04:02:23+00:00,,🔥🔥508
2024-11-29 04:02:23+00:00,,🔥🔥506
2024-11-29 04:02:23+00:00,,🔥🔥504
2024-11-29 03:53:03+00:00,,🔥🔥502
2024-11-29 03:53:03+00:00,,FIRST TARGET DONE ✅
2024-11-29 03:53:03+00:00,,🔥🔥500
2024-11-29 03:53:03+00:00,,🔥🔥498
2024-11-29 03:53:03+00:00,,🔥🔥496
2024-11-29 03:53:03+00:00,,🔥🔥495
2024-11-29 03:53:03+00:00,,🔥🔥494
2024-11-29 03:53:03+00:00,,🔥🔥492
2024-11-29 03:53:03+00:00,,🔥🔥490
2024-11-29 03:53:03+00:00,,🔥🔥488
2024-11-29 03:53:03+00:00,,🔥🔥486
2024-11-29 03:53:03+00:00,,🔥🔥484
2024-11-29 03:53:03+00:00,,🔥🔥482
2024-11-29 03:53:03+00:00,,🔥🔥480
2024-11-29 03:53:02+00:00,,🔥🔥478
2024-11-29 03:53:02+00:00,,🔥🔥476
2024-11-29 03:53:02+00:00,,🔥🔥474
2024-11-29 03:53:02+00:00,,🔥🔥472
2024-11-29 03:53:02+00:00,,🔥🔥470
2024-11-29 03:48:54+00:00,,"BANKNIFTY 53200 CE BUY  ABOVE 470

SL NEAR BUYING PRICE 

TARGET 🎯 500/530/550"
2024-11-29 02:47:16+00:00,,"Now Investment Slot Start on 11:00AM 📛🚀

LOSS RECOVER BOOSTER SLOT

Interested People Can Message on 👎

@DANNY_SIR_OFFICIALL✅️"
2024-11-29 02:37:55+00:00,,"⭐️ Slot time - 11:00AM    ⭐️

⭐️Seat limit - 10                ⭐️

⭐️Seat Available - 08        ⭐️

⭐️Old Seat -  02left           ⭐️

⭐️New Seat - 06left          ⭐️

⭐️Amt Return - 02:00PM ⭐️"
2024-11-29 02:33:12+00:00,,"ＴＯＤＡＹ'Ｓ ＢＥＳＴ ＰＬＡＮ

  🛸USDT🛸🛸SKRILL🛸🛸PAI🛸

        🔰𝐎𝐍𝐋𝐈𝐍𝐄 𝐓𝐑𝐀𝐃𝐈𝐍𝐆🔰

        ⭐️MONEY✤ ✤BOOSTER⭐️

   ≋I≋n≋v≋e≋s≋t≋ ≋M≋e≋t≋h≋o≋d≋

⭐️₹10000/- ᴀɴᴅ ɢᴇᴛ ₹18,999/-     ⭐️

⭐️₹20000/- ᴀɴᴅ ɢᴇᴛ ₹39,999/-     ⭐️

⭐️₹25000/- ᴀɴᴅ ɢᴇᴛ ₹54,999/-     ⭐️

⭐️₹30000/- ᴀɴᴅ ɢᴇᴛ ₹74,999/-    ⭐️

⭐️₹50000/- ᴀɴᴅ ɢᴇᴛ ₹1,49,999/- ⭐️

⭐️₹100000/- ᴀɴᴅ ɢᴇᴛ ₹2,99,999 /⭐️

Commission fees work at 20% of the total profit amount

❤️‍🔥❤️‍🔥ᴍᴏɴᴇʏ ᴡɪʟʟ ʙᴇ ᴄʀᴇᴅɪᴛᴇᴅ ɪɴ ʏᴏᴜʀ ᴀᴄᴄᴏᴜɴᴛ 02:00 PM❤️‍🔥❤️‍🔥

For Any Queries Please Send Message on ⛔️👎  

@DANNY_SIR_OFFICIALL✅️

Help and Support

@DANNY_SIR_OFFICIALL✅️"
2024-11-29 01:23:58+00:00,,Good morning all Traders have a Profitable day ❤️
2024-11-28 12:02:31+00:00,,"PAYMENT IS BEING SENT TO ALL ONE BY ONE 

⭐️🚀 TODAY  PAYMENT🚀 ⭐️

PAYMENT ARE TODAY SLOT IS SUCCESSFUL 

STILL IF SOMEONE HAS NOT RECEIVED THE PAYMENT THEN HE CAN MESSAGE ON 

@DANNY_SIR_OFFICIALL✅️"
2024-11-28 08:13:43+00:00,,Aya mza to thoko like 👍👍👍🔥
2024-11-28 08:13:43+00:00,,🔥🔥655
2024-11-28 08:13:43+00:00,,🔥🔥650
2024-11-28 08:13:43+00:00,,🔥🔥645
2024-11-28 08:13:43+00:00,,🔥🔥640
2024-11-28 08:13:43+00:00,,🔥🔥635
2024-11-28 08:13:43+00:00,,🔥🔥630
2024-11-28 08:13:43+00:00,,🔥🔥625
2024-11-28 08:13:42+00:00,,🔥🔥620
2024-11-28 08:13:42+00:00,,🔥🔥615
2024-11-28 08:13:42+00:00,,🔥🔥610
2024-11-28 08:13:42+00:00,,🔥🔥605
2024-11-28 08:13:42+00:00,,🔥🔥600
2024-11-28 08:11:27+00:00,,🔥🔥595
2024-11-28 07:45:09+00:00,,Above 38 again take new entry with small sl
2024-11-28 07:36:54+00:00,,FIRST TARGET DONE ✅
2024-11-28 07:36:54+00:00,,🔥🔥38
2024-11-28 07:36:54+00:00,,🔥🔥37
2024-11-28 07:36:53+00:00,,🔥🔥36
2024-11-28 07:36:53+00:00,,🔥🔥35
2024-11-28 07:36:53+00:00,,🔥🔥34
2024-11-28 07:36:53+00:00,,🔥🔥33
2024-11-28 07:36:53+00:00,,🔥🔥32
2024-11-28 07:36:53+00:00,,🔥🔥31
2024-11-28 07:36:53+00:00,,🔥🔥30
2024-11-28 07:26:07+00:00,,Wait for trigger
2024-11-28 07:25:28+00:00,,"NIFTY 23900 PE 

BUY ABOVE 30

SL NEAR BUYING PRICE

TARGET 🎯 38/52/70"
2024-11-28 07:24:15+00:00,,🔥🔥596
2024-11-28 07:24:15+00:00,,🔥🔥594
2024-11-28 07:24:15+00:00,,🔥🔥592
2024-11-28 07:22:58+00:00,,🔥🔥590
2024-11-28 07:22:58+00:00,,🔥🔥585
2024-11-28 07:22:58+00:00,,🔥🔥580
2024-11-28 07:22:58+00:00,,🔥🔥575
2024-11-28 07:22:58+00:00,,🔥🔥570
2024-11-28 07:22:27+00:00,,"BANKNIFTY 51700 PE BUY ABOVE 570

SL NEAR BUYING PRICE 

TARGET 🎯 OPEN"
2024-11-28 07:20:52+00:00,,"Nifty and banknifty both index near support 

Nifty 24000 and banknifty 52000

If sustain below then again pe side some good t possible"
2024-11-28 06:35:07+00:00,,"All Investors Send Your Account Details And Any UPI ID For Withdrawal Your Profit 💸✅🏦

@DANNY_SIR_OFFICIALL✅️

Name
M. No 
Acc No.
Ifsc
Upi 
Phone Pay N.
G Pay N."
2024-11-28 06:03:50+00:00,,Above 210 again keep focus
2024-11-28 06:03:50+00:00,,Partial book profit trail SL
2024-11-28 05:50:18+00:00,,🔥🔥192
2024-11-28 05:50:18+00:00,,🔥🔥190
2024-11-28 05:50:18+00:00,,🔥🔥188
2024-11-28 05:50:18+00:00,,🔥🔥186
2024-11-28 05:50:18+00:00,,🔥🔥184
2024-11-28 05:50:18+00:00,,🔥🔥182
2024-11-28 05:50:18+00:00,,🔥🔥180
2024-11-28 05:50:18+00:00,,🔥🔥178
2024-11-28 05:50:18+00:00,,🔥🔥174
2024-11-28 05:46:10+00:00,,🔥🔥172
2024-11-28 05:46:10+00:00,,🔥🔥170
2024-11-28 05:46:10+00:00,,🔥🔥168
2024-11-28 05:46:10+00:00,,🔥🔥166
2024-11-28 05:46:10+00:00,,🔥🔥164
2024-11-28 05:46:10+00:00,,🔥🔥162
2024-11-28 05:46:10+00:00,,🔥🔥160
2024-11-28 05:46:10+00:00,,🔥🔥158
2024-11-28 05:46:10+00:00,,🔥🔥156
2024-11-28 05:46:09+00:00,,🔥🔥154
2024-11-28 05:46:09+00:00,,🔥🔥152
2024-11-28 05:46:09+00:00,,🔥🔥150
2024-11-28 05:46:09+00:00,,🔥🔥148
2024-11-28 05:46:09+00:00,,🔥🔥146
2024-11-28 05:46:09+00:00,,🔥🔥145
2024-11-28 05:42:34+00:00,,"NIFTY 24200 PE BUY ABOVE 145

SL NEAR BUYING PRICE 

TARGET 🎯 OPEN"
2024-11-28 05:42:34+00:00,,NOTE EXUCATED IGNORE THIS LEVEL
2024-11-28 05:10:48+00:00,,Tarde in small quantity
2024-11-28 05:10:48+00:00,,Wait for trigger
2024-11-28 05:10:48+00:00,,"NIFTY 24200 CE 

BUY ABOVE 140

SL NEAR BUYING PRICE

TARGET 🎯 150/170/190"
2024-11-28 04:34:05+00:00,,🔥🔥609
2024-11-28 04:34:05+00:00,,🔥🔥605
2024-11-28 04:33:46+00:00,,🔥🔥603
2024-11-28 04:33:46+00:00,,🔥🔥600
2024-11-28 04:33:46+00:00,,🔥🔥595
2024-11-28 04:33:46+00:00,,🔥🔥590
2024-11-28 04:31:35+00:00,,🔥🔥585
2024-11-28 04:29:38+00:00,,ALL TARGET DONE ✅
2024-11-28 04:29:38+00:00,,🔥🔥580
2024-11-28 04:29:38+00:00,,🔥🔥575
2024-11-28 04:29:38+00:00,,🔥🔥570
2024-11-28 04:29:38+00:00,,🔥🔥565
2024-11-28 04:29:38+00:00,,🔥🔥560
2024-11-28 04:29:38+00:00,,🔥🔥555
2024-11-28 04:29:38+00:00,,🔥🔥550
2024-11-28 04:28:47+00:00,,🔥🔥545
2024-11-28 04:28:47+00:00,,SECOND TARGET DONE ✅
2024-11-28 04:28:46+00:00,,🔥🔥540
2024-11-28 04:28:46+00:00,,🔥🔥535
2024-11-28 04:28:46+00:00,,🔥🔥530
2024-11-28 04:28:46+00:00,,🔥🔥525
2024-11-28 04:28:46+00:00,,🔥🔥520
2024-11-28 04:28:46+00:00,,🔥🔥515
2024-11-28 04:12:29+00:00,,FIRST TARGET DONE ✅
2024-11-28 04:11:53+00:00,,🔥🔥510
2024-11-28 04:11:53+00:00,,🔥🔥508
2024-11-28 04:11:53+00:00,,🔥🔥506
2024-11-28 04:11:53+00:00,,🔥🔥504
